Filename	Reason(s)
AZ587853	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20023.8809) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (20079.5020) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (20031.9805) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20086.5176) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (20096.0215) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
AZ898025	1_NIR max (11082.0000) is an outlier (IQR method)
AZ916356	5_CloudMask max (0.0000) is an outlier (IQR method)
BA365978	4_Blue max (65535.0000) is an outlier (IQR method)
BA476215	0_SWIR max (41826.0000) is an outlier (IQR method); 1_NIR max (44402.0000) is an outlier (IQR method)
BA700538	4_Blue max (65535.0000) is an outlier (IQR method)
BA722977	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (9173.9902) is an outlier (IQR method)
BA879794	4_Blue max (65535.0000) is an outlier (IQR method)
BB126547	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (17720.8066) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (17738.3242) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (17694.9180) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17833.0996) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17889.1914) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (162.3583) is an outlier (IQR method)
BB385853	5_CloudMask max (0.0000) is an outlier (IQR method)
BC193811	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (22392.7129) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (23091.1582) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (20894.7461) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20844.0762) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (20510.6621) is an outlier (IQR method)
BC221811	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (52650.0000) is an outlier (IQR method); 0_SWIR std (22771.2852) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65454.0000) is an outlier (IQR method); 1_NIR std (24075.2031) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (23000.3984) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (59122.0000) is an outlier (IQR method); 3_Green std (22588.8633) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (22189.9453) is an outlier (IQR method)
BC233994	4_Blue min (-32768.0000) is an outlier (IQR method)
BC328182	4_Blue max (65535.0000) is an outlier (IQR method)
BC762824	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (17087.1270) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (17326.3027) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (17243.0449) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17391.8809) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17506.7539) is an outlier (IQR method)
BD260265	4_Blue max (65535.0000) is an outlier (IQR method)
BD636749	4_Blue min (-32768.0000) is an outlier (IQR method)
BD656705	4_Blue min (-32768.0000) is an outlier (IQR method)
BD876442	0_SWIR max (39521.0000) is an outlier (IQR method); 1_NIR max (37491.0000) is an outlier (IQR method)
BE622112	4_Blue max (65535.0000) is an outlier (IQR method); 6_DEM std (137.3108) is an outlier (IQR method)
BE636561	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (12424.6689) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (12746.6680) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (11271.8984) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (11281.3555) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (11146.1719) is an outlier (IQR method)
BE703016	5_CloudMask max (0.0000) is an outlier (IQR method)
BE720140	0_SWIR min (6163.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
BF433443	5_CloudMask max (0.0000) is an outlier (IQR method)
BF508004	1_NIR max (38574.0000) is an outlier (IQR method)
BF683707	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (173.4163) is an outlier (IQR method)
BF792852	5_CloudMask max (0.0000) is an outlier (IQR method)
BF875089	0_SWIR max (10844.0000) is an outlier (IQR method); 1_NIR max (11569.0000) is an outlier (IQR method)
BF931131	0_SWIR max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
BG193519	1_NIR max (11396.0000) is an outlier (IQR method)
BG340654	4_Blue max (65535.0000) is an outlier (IQR method)
BG416604	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (459.6403) is an outlier (IQR method)
BG419885	1_NIR min (4053.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
BG654447	0_SWIR min (4765.0000) is an outlier (IQR method); 0_SWIR max (59537.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65454.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65454.0000) is an outlier (IQR method); 2_Red std (4107.7383) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (65454.0000) is an outlier (IQR method); 3_Green std (3826.2810) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65454.0000) is an outlier (IQR method)
BH309385	0_SWIR min (-32768.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
BH552975	1_NIR min (2951.0000) is an outlier (IQR method); 1_NIR max (37664.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
BH643899	1_NIR max (10401.0000) is an outlier (IQR method)
BI335765	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20307.4727) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20927.7324) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19705.2344) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19798.1172) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19728.0566) is an outlier (IQR method)
BI436821	4_Blue min (-32768.0000) is an outlier (IQR method)
BI547186	1_NIR min (2950.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
BI862564	5_CloudMask max (0.0000) is an outlier (IQR method)
BI888318	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (23439.6680) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (24722.4199) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (21610.6152) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (21571.2344) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (21060.3086) is an outlier (IQR method)
BI999574	0_SWIR min (7733.0000) is an outlier (IQR method); 0_SWIR max (46835.0000) is an outlier (IQR method); 1_NIR max (56481.0000) is an outlier (IQR method); 2_Red max (52697.0000) is an outlier (IQR method); 3_Green max (49563.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (48597.0000) is an outlier (IQR method); 6_DEM min (1.0000) is an outlier (IQR method)
BJ257352	4_Blue max (65535.0000) is an outlier (IQR method)
BJ271017	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (11774.8975) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (11876.0293) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (11488.5137) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (11535.0518) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (11527.8086) is an outlier (IQR method)
BJ391648	1_NIR min (2893.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
BJ429779	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (21137.2168) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (21136.3242) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19808.4629) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19780.9531) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19735.9883) is an outlier (IQR method)
BJ502810	4_Blue max (65535.0000) is an outlier (IQR method)
BJ730320	0_SWIR max (65454.0000) is an outlier (IQR method); 0_SWIR std (9076.5938) is an outlier (IQR method); 1_NIR max (65454.0000) is an outlier (IQR method); 1_NIR std (11374.3477) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (11008.2246) is an outlier (IQR method); 3_Green max (65454.0000) is an outlier (IQR method); 3_Green std (10558.4062) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (9641.5957) is an outlier (IQR method)
BJ740995	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (184.3567) is an outlier (IQR method)
BK424863	DEM min is suspiciously low: -32768.00; 0_SWIR max (65454.0000) is an outlier (IQR method); 1_NIR max (65454.0000) is an outlier (IQR method); 2_Red max (65454.0000) is an outlier (IQR method); 2_Red std (5092.9004) is an outlier (IQR method); 3_Green max (65454.0000) is an outlier (IQR method); 3_Green std (5027.3101) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (162.9360) is an outlier (IQR method)
BK497877	0_SWIR min (4956.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
BK580462	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (163.9456) is an outlier (IQR method)
BK927513	1_NIR min (3889.0000) is an outlier (IQR method); 2_Red min (1259.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
BL701186	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (250.5481) is an outlier (IQR method)
BL849991	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (22002.2383) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (22202.4023) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19949.2148) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19864.4648) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19530.7539) is an outlier (IQR method)
BM345228	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (19310.4980) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (19897.6113) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (17778.8281) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17686.3887) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (17414.5645) is an outlier (IQR method); 6_DEM std (101.4238) is an outlier (IQR method)
BM354010	0_SWIR min (7806.0000) is an outlier (IQR method); 1_NIR min (3832.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
BM386270	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (65535.0000) is an outlier (IQR method); 0_SWIR std (21043.6152) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (21793.5977) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (19242.3066) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19228.8340) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18938.1387) is an outlier (IQR method)
BM405791	0_SWIR min (5702.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (3859.8806) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (5287.5059) is an outlier (IQR method)
BM607456	4_Blue min (-32768.0000) is an outlier (IQR method)
BM978683	4_Blue max (65535.0000) is an outlier (IQR method)
BN205317	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (153.7750) is an outlier (IQR method)
BN321257	4_Blue max (65535.0000) is an outlier (IQR method)
BN423026	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (7052.2017) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (7653.4712) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (6149.0430) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (6116.9194) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (5993.9800) is an outlier (IQR method)
BN604550	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18054.5039) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65454.0000) is an outlier (IQR method); 1_NIR std (20244.2734) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (60475.0000) is an outlier (IQR method); 2_Red std (19853.0859) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (65454.0000) is an outlier (IQR method); 3_Green std (20036.5430) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18383.8711) is an outlier (IQR method)
